review_id,sent_nb,reviee_sent,price_pattern_label,price_human_label,packaging_pattern_label,packaging_human_label,color_pattern_label,color_human_label,pigmented_pattern_label,pigmented_human_label,staying_power_pattern_label,staying_power_human_label,moist_pattern_label,moist_human_label,aroma_pattern_label,aroma_human_label
13071,12,gak terlalu suka sama lip color yang satu ini.,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13071,13,memang sih warna yang dihasilkan cantik dan bagus banget...tapi teksturnya sangat gak nyaman di bibir.,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13071,14,bibir jadi kering dan produknya jadi mengeras seperti semen yang nempel di bibir setelah beberapa saat pemakaian.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown
13071,15,segi positif nya dari produk ini selain warna nya yang cantik adalah ketahanan nya yang sangat oke.,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,pos,pos,unknown,unknown,unknown,unknown
13071,16,"biarpun udah makan dan udah berjam-jam sejak pertama kali oles, warna nya tetep stay dan awet di bibir.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
13071,17,amazing banget untuk urusan daya tahan di bibir.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
5672,3,"hasilnya nggak terlalu abu-abu sampai terlihat pucat, sehingga dapat dipakai sehari-hari, asal jangan lupa blush on saja.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5672,4,"soal tekstur, seperti biasa meskipun diklaim sebagai matte, in reality tergolong satin finish dan aplikasinya creamy, nggak ngeringin.",unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,pos,unknown,unknown
5230,1,"pernah jadi lipstick terfavorit aku sepanjang masa hahaaa... inget banget dulu pertama kali kerja selalu beli lipstick etude ini di metro pim 1 sampe beberapa kali soalnya suka warna coral nya kalem, lembut di bibir dan teksturnya ringan jd ngerasa kayak gak pake lipstick.",unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7485,1,warnanya cukup keren dan sangat pigmented dan buildable.,unknown,unknown,unknown,unknown,pos,pos,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
7485,3,cukup cepat kering dan tahan lama.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
7485,4,"paling kalo udah dipake makan minum, inner lips nya agak hilang warnanya, tp yg keliatan dari luar sih aman nempel seharian.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
7485,6,"teksturnya tidak bergumpal dan cukup light, tidak sampe ada stickery feeling waktu pakai.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown
9029,1,"alasan pertama aku beli serenity karena warnanya cantik liat di ignya manny,, warm pink.",unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9029,3,"cakep bgt emang warnanya walau jaug dari yang diharapkan,, tapi sayangnya,,,,,   cons: gak opaque, tipis banget jadi harus 2 layer pakenya,, tp pas dipake 2 layer berasa heavy..   long wear??",unknown,unknown,unknown,unknown,pos,pos,pos,neg,unknown,unknown,unknown,unknown,unknown,unknown
9029,4,"cepet ilang juga sih dibanding brand lain,, not recommended deh,, mending beli colourpop solow\\\\\/bumble..   pros: nah ini sizenya dibox 0,59oz (1,75ml) gitu tulisannya,, kalo ga salah harusnya 0,59oz jadinya 17,5ml yah,, klo bener sebanyak itu,, ini lipstick muraaah banget dong  dan jadi liquid lips pertama dengan isi terbanyak",unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown
7778,2,"cocok banget ketemu lipstik ini pas lagi bosen-bosennya lipstik matte, harganya murah pula sungguh bisa menghibur kalo lagi pengen lipstik baru tapi gak punya duit lebih :p  wajib touch up setelah makan besar.",pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7778,3,"tanpa makan minum mungkin 3-4 jam msh ada warnanya aromanya khas lipstik-lipstik jaman dulu, agak ganggu tapi yasudahlah gpp.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,neg
7778,4,shadenya pas di aku.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7778,5,nude tapi gak bikin orang kelihatan pucet.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8993,6,koleksi warna lipstick fanbo bias dibilang menarik.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8993,8,kualitasnya sepadan dengan harganya yang murah.,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8993,9,"namun daya tahannya tidak begitu bagus, hanya tahan sekitar 2-3 jam tanpa makan\\\\\/minum.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown,unknown,unknown
8993,10,packagingnya pun masih sedikit kuno dengan warna kemasan yang terlihat &quot;tua&quot;.,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14966,11,"yah, lipstik dari fanbo ini memang murah dan lumayan pigmented.",unknown,pos,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
14966,12,cuman staying powernya kurang.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown,unknown,unknown
6875,1,beli ini karena tertarik sama warnanya.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6875,2,kalo ngeliat review katanya la splash ini susah banget untuk dihapus dan staying powernya lama banget.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
6875,4,the smell is the worst.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg
6875,6,bau paint nya bener-bener ganggu.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg
6875,7,"sebenernya tertarik in purchasing other shades, tapi bau nya is too overwhelming.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg
6875,9,if you're okay with the scent mungkin ngga ada masalah.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos
6875,10,"abis aku makan, lipsticknya kayak bolong-bolong di aku.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown
6875,11,fade nya ngga even.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown
6875,13,disappinted sama staying powernya yang kata reviewer lain ngga ilang-ilang.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown,unknown,unknown
4318,2,warnanya paling cocok di bibir dan matte-nya ngga bikin bibir terlalu kering.,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
4318,3,"packaging-nya sih yang agak cupu, kurang terkesan mewah.",unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14382,2,burberry kisses dari packagingnya aja mewah banget.,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14382,4,"kalo lagi ga sempet ngaca, cukup ngaca di lipsticknya hihii   saya ga pernah pakai lipbalm sebelum pakai kisses ini, setelahnya pun ga membuat bibir saya jadi pecah-pecah.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown
14382,5,poppy red dibibir saya ga terlalu merah terang.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
18069,2,"ga lengket, konsistensinya pas, light, wanginya juga lumayan ga ganggu.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos
18069,3,"dan warna ini omg, i fell in love right away.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
18069,5,warnanya tergolong nude tapi lumayan &quot;bold&quot; juga..karena biasanya kalo warna2 nude kan agak krg jelas kan?,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
17242,2,tidak membuat bibir saya kering sama sekali.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
17242,4,cukup tahan lama.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
17242,5,coveragenya juga bagus.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown
17242,7,untuk aroma lipsticknya sendiri tidak bermasalah bagi saya.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos
7078,1,"lipen ini enak banget utk dipake, baunya ga terlalu menyengat (masih ok, teksturnya creamy, soft, aplikatornya mempermudah kita untuk mengaplikasikan lipen (jadi ga belepotan kan), kemasan agak bulky tapi manis, dan yg pasti warnanya tzakepppp.",unknown,unknown,unknown,pos,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,pos
7078,2,"warnanya di bibirku agak pink muda coral, bikin muka jd keliatan seger.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7078,3,"kekurangan produk ini tuh ga begitu tahan lama ya, kalo dipake makan hampir mirip sama nyx smlc yaitu bagian dalam bibir warnanya hilang (tp masih lbh awet si brev sih).",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown,unknown,unknown
8723,7,"dibanding nude-ist, hny lebih tahan lama di aku, meskipun dipakai makan berat masih kelihatan utuh.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
19903,2,tapi yg ini...aduuuhhhh bagus banget di bibir aku.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
19903,3,kayaknya karena dia lebih condong ke merah dibibirku...merah2 cabe gitu deh.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
19903,6,"nah ini juga salah satu la girl matte pigment yg punya excellent consistency, gak cracking seperti yg dreamy dan backstage.",unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,pos,unknown,unknown
19903,7,"dan gak perlu dipake berlayer2, satu kali aja udah dijamin pigmented banget, hence the name.",unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
8187,1,"untuk yang shade scarlet peach ini harusnya agak orange tapi pas ku pake keliatannya jadi pink :p  sama seperti si strawberry red, lippen ini glossy, berglitter dan yang pasti hasilnya sheer.",unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8187,2,dan sebentar saja udah hilang walo saya gak pake makan.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown
9416,6,"tapi tetep aja ketahuan kalau pake lipstick, warnanya bagus pink tapi gak gonjreng, sheer-medium lah, kalau di bulletnya banyak banget shimmernya, tapi pas dipake gak terlalu kelihatan kok.",unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9416,7,gak bikin kering juga di aku (tapi emang bibirku jarang kering).,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
9416,8,dan karena ini cepet ilang jadi aku sering oles-oles :d,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown
19453,1,i really love this color!,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
19453,2,"warna merah tua nya fierce banget, yah meskipun kata beberapa orang keliatan serem tapi kalo pede sih cus aja.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
19453,4,"formulanya juga awet, paling agak pudar sedikit kalo makan makanan yang berminyak.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
19453,5,"untuk harga yang affordable lipstick ini oke banget, i really recommend this one for you who's on the market for a dark red lipstick.",pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4806,6,"kemasannya biasa saja, unlike lippie stix yang range harganya sama, produk ini tidak di-package dalam box individual.",unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4806,7,ukurannya agak terlalu &quot;gendut&quot; dibanding dengan nyx smlc.,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4806,8,"tube transparan jadi langsung tahu warna produk, nggak perlu cek di bagian bawah kemasan.",unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4806,10,"wanginya kurang enak, hehe.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg
4806,11,"pertama diaplikasi warnanya agak terang, baru perlahan set dan terlihat matte.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown
4806,12,very pigmented.,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
4806,13,"staying power, ya, cukup baguslah.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
4815,14,"cocok untuk warna bibir yang gelap juga, kuasnya juga pas size nya.",unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4815,15,desain kemasan yang eye catching dan juga harga yang terjangkau jadi bikin ketagihan dan bisa dibilang ini adalah salah satu lipstik favorit.,pos,pos,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4815,16,kadang ada yang bibir langsung kering setelah coba produk ini tapi selama ini ngerasa cocok dan suka dengan pilihan warna ini,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown
4855,17,"secret ini warnanya termasuk yang sukses di aku, a dark red with a hint of brown.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4855,18,"wanginya tidak enak, sedikit lengket, agak lama untuk kering\\\\\/ngeset di bibir, pigmented banget dan tidak bikin bibir kering walau dipakai tanpa lipbalm sebelumnya.",unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,pos,pos,neg,neg
4921,19,suka sama warnanya.,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4921,20,"staying power juga oke banget, mau makan yang berminyak juga tetep ok.   cuma kenapa ya di aku kadang suka bikin bibir kering dan sumpah deh rempong banget abisan gampang transfer kemana-kemana gak ngerti deh..akhirnya sih udah jaranh dipakai lg sekarang.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,neg,neg,unknown,unknown
5183,25,"cukup gelap, tapi tetap wearable dan nggak vampy.",unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5183,29,"kalau sudah set, tahannya cukup lama.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
5183,30,"bisa 4 jam lebih tergantung lagi makan makanan berminyak atau nggak :) as usual with matte lipstick, do exfoliate before applying.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
5183,31,kulit bibir yang kering akan kelihatan banget kalau pakai ini.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown
6040,33,"pas apply pertama kali, love the color!",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6040,34,"cocok dan sesuai ekspektasi, buat saya yang nggak terlalu suka warna merah terang.",unknown,unknown,unknown,unknown,neg,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6040,36,"teksturnya cepet kering beberapa saat setelah diapply, dan memang cenderung bikin bibir kering.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown
6040,37,"saat puasa, bibir saya yang cenderung kering kalau nggak minum air putih (lipbalm &amp; exfoliate nggak ngaruh), bikin lipstik ini jeleeek banget karena cracking.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown
6040,38,"tapi saat bibir lembab, lipstik ini jatuhnya bagus banget, transfer-free, dan bisa bertahan setelah makan.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
6071,43,"harganya terjangkau,under 100k saja yang bikin pengen beli banyak warna.",pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6071,45,"warnanya dark red, cocok buat kamu yang gak terlalu suka pure red tapi pengen pake warna merah.",unknown,unknown,unknown,unknown,neg,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6071,48,"staying power lumayan oke, tapi stay away kalo bibir lagi ada flakenya, the lipstick accentuates it.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
7129,49,la girl matte pigment gloss shade secret ini warnanya deep red.,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown
7129,52,tidak membuat bibir kering walaupun finishnya matte.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
7129,53,"warnanya cocok untuk acara yang lebih formal, nsfw kalau buat di indonesia karena warnanya cukup bold.",unknown,unknown,unknown,unknown,pos,pos,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown
7129,54,"tidak ada bau-bau kimia yang menyengat, hanya aku merasakan ada strange sensation saat awal aplikasi (bingung juga, antara panas atau dingin?).",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos
7129,55,"cukup mudah ditemukan secara online dengan kisara harga di bawah 100ribu, jadi untuk perbandingan kuantitas, kualitas dan harga, cukup worth it dan cocok untuk koleksi.",unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13358,56,perfect colour!,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13358,58,"tapi terlalu matte, kurang cocok untuk yang bibirnya kering kerontang, bikin bibir semakin kering.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown
13358,59,bagusnya adalah lipstick ini pigmented dan murah!,unknown,pos,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
13358,61,"untuk pecinta lipstick merah, this is perfect red!",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
13867,62,"secret warna awal diapply dan setelah bbrp saat beda hasilnya,, dark red sexy dibibir,,  pros: murah  cons: engga awet,, justru lbh awet fleur yang lebih muda,, biasanya warna yg lebih tua lbh awet,,  kurang opaque,, lagi2 lbh opaque shade la matte lainnya yg lbh muda,, jadi harus diapply bbrp kali biar opaque",unknown,pos,unknown,unknown,unknown,unknown,pos,neg,pos,neg,unknown,unknown,unknown,unknown
14316,65,"soalnya warnanya cantik banget, hasilnya matte tapi ngga bikin bibirku kering.",unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,pos,pos,unknown,unknown
14316,66,keren banget deh warnanya dan yang pasti affordable banget harganya,unknown,pos,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9774,68,"pas pertama apply harus sedikit mangap karna kalau langsung dikatupin agak faded pas di inner lipsnya tp pas semenit udah kering, cuma ga biking dry bibir.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown
9774,69,dan kalo dipake makan minum luntur di bagian dalamnya cuma ga begitu banyak.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown
9774,70,dan dari segi harga yaa lumayan murce lah yah walaupun beli yg ready stock juga,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3618,3,"waktu itu belinya cuma gara2 packaging-nya wonder woman (krn saya pencinta wonder woman hehe).. anyway, suka banget dengan warna merah, it brightens my face.. i don't know how.",unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10397,9,"warna merahnya elegan dan  klasik, bikin yg pakai jadi pusat perhatian tapi tidak norak.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
11981,12,hasil nya matte dan gak bikin bibir kering juga.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
11981,14,"hang out, ngedate, pesta, warna ini cocok banget banget banget.",unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
11981,15,dan wangi nya yang enak jadi suka banget sama produk ini!,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos
13946,16,"ini lipstik punya mamaku, suka banget dengan warna marsala kaya gni ya warnanya elegan banget deep red yang pigmented enak di apply staypower yang kece gg perlu touchup berkali2 dan casibg yang hitam kokoh kalo produk indo saya suka pac produk luar saya paling fav mac  no minus,  semua sesuai claim",unknown,unknown,unknown,unknown,pos,pos,pos,pos,pos,pos,unknown,unknown,unknown,unknown
15358,19,"saya suka banget sama merah nya si russian red ini, just the right red for me, bisa dipakai sehari2 ataupun pas party, tapi karena matte jadi agak membuat bibir kering, bisa disiasati dengan memakai lipbalm dulu sebelum memakai si russian red ini",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown
16711,22,warnanya pas banget karena ga terlalu ngejreng ataupun gelap.,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16711,23,wanginya enak sekalii dan sooo pigmented.,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,pos,pos
17611,27,gak gampang pudar meskipun setelah makan atau minum.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
27805,32,"teksturnya aku suka ngga bikin bibir jadi kering, staying powernya oke banget, setelah makan pun ngga hilang warnanya, cuma memudar sedikit.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,pos,unknown,unknown
32492,36,"from 07.00 - 00.00, itu cuma 1x touch up dan aku pake makan, minum, makan kuah - kuah berminyak pula dan tetep ada di bibir.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
32492,37,"even agak berkurang sedikit, tapi ngga kayak lipstick temen - temen yg lain yang udah antah berantah entah hilang dimana.&lt;br \\\\\/&gt;&lt;br \\\\\/&gt; &lt;br \\\\\/&gt;&lt;br \\\\\/&gt; pokoknya pake ini ngga malu - maluin, even masih transfer, tapi formulanya bagus banget.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
32492,39,"kok dari pagi ttp cetar, semantara punya kami udah bubar&quot;.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
37690,43,one of my fave cool tone red lipstick.. warna merahnya cantik dipadu dengan staying powernya yg juara bikin lipstick ini recommended banget..!!,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,pos,pos,unknown,unknown,unknown,unknown
37690,44,matte finished tapi gak ngeringin di bibir.. aromanya juga gak kimia ya.. juarrrraaa banget deh pokoknya,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,pos
5409,45,lipstick merah yang paling oke warnanya menurut aku.,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5409,46,ngga terlalu 'ngejreng' dan ngga terlalu gelap.,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5409,47,warnanya bisa masuk di skintone apapun dan ngga berkesan norak sih.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5409,49,texture nya yang matte bikin tahan lama di bibir tp ngga bikin kering juga.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,pos,unknown,unknown
6364,51,"love the color, red with blue undertone, jadi nggak bikin gigi terlihat kuning.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6364,52,warnanya juga nggak terlalu terang jadi termasuk warna lipstik merah yang &quot;aman&quot;.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6364,53,"sayangnya bila dibandingin sama liquid lipsticks yang lagi trend skrg, staying powernya menurutku masih kalah dan harus reapply terus, apalagi setelah makan.my first red lipstick!",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown,unknown,unknown
6364,54,shade blue undertone nya nggak bikin gigi keliatan kuning.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6364,55,warna merahnya juga nggak terlalu ngejreng gitu jadi pas buat sehari-hari.,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6364,56,"sayangnyaaa, lasting powernya lemah banget ya?",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown,unknown,unknown
6364,57,kalau dipake makan langsung bleber kemana-mana.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown
8327,2,warna pink nya super cantik dan pigmented banget.,unknown,unknown,unknown,unknown,pos,pos,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
8327,4,cukup tahan lama kalo ngga dipake buat makan makanan yang berminyak.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
